ID,Text,Comment
Knatte.WE_IrrigationExtractFuel.DisplayName,Орошение с помощью Tree boost,-
Knatte.WE_IrrigationFuel.DisplayName,Ирригация,-
Knatte.IrrigationTower.DisplayName,Орган для орошения,-
Knatte.IrrigationTower.Description,"Орошает землю вокруг него.  
Не использует воду для плитки, которую он не может орошать.",-
Knatte.IrrigationTower.Header,Режим полива:,-
Knatte.IrrigationTower.FlavorDescription,"С учетом того, что менее трети Земли покрыто водой, орошение стало необходимостью.",-
Knatte.IrrigationTowerV2_FT.DisplayName,Эффективная ирригационная башня,-
Knatte.IrrigationTowerV2_FT.Description,"Орошает больше земли вокруг себя и может ускорить рост деревьев с помощью экстракта. Не использует воду для плиток, которые не может орошать.",-
Knatte.IrrigationTowerV2_IT.DisplayName,Силовая ирригационная башня,-
Knatte.IrrigationTowerV2_IT.Description,"Орошает вокруг себя без необходимости в рабочих руках. Для более эффективного использования воды также предотвращает загрязнение. Не использует воду для плитки, которую не может орошать.",-
Knatte.IrrigationTowerV2.FlavorDescription,"С менее чем третью поверхности Земли, покрытой водой, орошение стало необходимостью.",-
Knatte.BigIrrigationTower.DisplayName,Большая ирригационная башня,-
Knatte.BigIrrigationTowerIT.Description,"Орошается даже больше земли вокруг него за меньшее количество воды. Синяя труба указывает на начальную точку орошения. Не использует воду для плиток, которые не может орошать.",-
Knatte.BigIrrigationTowerFT.Description,"Орошается еще больше земель вокруг него с использованием меньшего количества воды. Желтая труба указывает стартовую точку орошения. Не использует воду для участков, которые не может орошаить.",-
Knatte.BigIrrigationTower.FlavorDescription,"Кап, кап, кап.",-
Knatte.IndWaterTank.DisplayName,Промышленный водоём,-
Knatte.IndWaterTank.Description,"Вмещает больше воды и складывается, но требует металла.",-
Knatte.Pipe5X.DisplayName,Труба 5 длинная,-
Knatte.Pipe10X.DisplayName,Труба 10 длинная,-
Knatte.Pipe15X.DisplayName,Труба 15 длинная,-
