ID,Text,Comment
LV.QS.AutoContinueShift,Automatisches Laden durch Gedrückthalten der Umschalt-Taste,-
LV.QS.AutoContinueShiftDesc,"Lade automatisch das zuletzt gespeicherte Spiel (wie beim Klicken auf die Fortsetzen-Schaltfläche), wenn die Umschalttaste während des Spielstarts gedrückt gehalten wird.",-
LV.QS.AutoContinueShiftToCancel,"Halten Sie die Umschalttaste, um stattdessen abzubrechen.",-
LV.QS.AutoContinueShiftToCancelDesc,"Lade immer das zuletzt gespeicherte Spiel, es sei denn, du hältst die Shift-Taste während des Spielstarts gedrückt.",-
LV.QS.AutoLoadMap,Auto-Lade-Karteneditor stattdessen.,-
LV.QS.AutoLoadMapDesc,"Laden Sie automatisch den Karteneditor beim Starten des Spiels, ähnlich wie eine Fortsetzen-Schaltfläche, aber für den Karteneditor.",-
LV.QS.PromptContinue,"Drücken Sie Shift, um automatisch fortzufahren.",-
LV.QS.PromptLoadMap,"Drücken Sie Shift, um den Karteneditor automatisch zu laden.",-
LV.QS.PromptCancelContinue,"Drücken Sie die Umschalttaste, um das automatische Fortfahren abzubrechen.",-
LV.QS.PromptCancelLoadMap,"Drücken Sie Shift, um das Auto- Laden des Karten-Editors abzubrechen.",-
