ID,Text,Comment
LV.CTZ.TubewaySpeed,Tubeway 獎金速度,-
LV.CTZ.TubewaySpeedDesc,隧道的加速獎勵（遊戲預設：300%）,-
LV.CTZ.ZiplineSpeed,滑索獎金速度,-
LV.CTZ.ZiplineSpeedDesc,滑索的速度（遊戲預設：150%）,-
LV.CTZ.ZiplineSpeedMaxCon,Zipline 最大連接數,-
LV.CTZ.ZiplineSpeedMaxConDesc,滑索可以擁有的最大連接數（遊戲預設：2）,-
LV.CTZ.ZiplineSpeedMaxDistance,滑索最長距離,-
LV.CTZ.ZiplineSpeedMaxDistanceDesc,拉索滑行繩的最大距離（遊戲預設：30）,-
LV.CTZ.ZiplineSpeedMaxInclination,滑索纜繞最大傾斜度,-
LV.CTZ.ZiplineSpeedMaxInclinationDesc,滑索電纜的最大傾斜度（遊戲預設：50）,-
LV.CTZ.ZiplineThroughObstacles,穿越障礙的滑索,-
LV.CTZ.ZiplineThroughObstaclesDesc,允許滑索穿越障礙物（遊戲預設：關閉）,-
LV.CTZ.ZiplineForIronTeeth,鐵齒滑索,-
LV.CTZ.ZiplineForIronTeethDesc,讓鐵牙建立滑索（遊戲預設：關閉）,-
LV.CTZ.TubewayForFolktails,民俗故事的管道,-
LV.CTZ.TubewayForFolktailsDesc,讓民間故事幫助建造管道 (遊戲預設：關閉),-
LV.CTZ.NoWaterPenalty,無水速罰分,-
LV.CTZ.NoWaterPenaltyDesc,進入水中的時候不會有速度懲罰（遊戲預設：否）,-
