ID,Text,Comment
LV.MM.AssignHouse,Wohnung zuweisen,-
LV.MM.AssignWorkplace,Arbeitsplatz zuweisen,-
LV.MM.UnassignHouse,Wohnung abmelden,-
LV.MM.UnassignWorkplace,Arbeitsplatz abbestellen,-
LV.MM.AssignDistrict,Bezirk zuweisen,-
LV.MM.PickDwelling,Wähle ein Haus aus,-
LV.MM.PickWorkplace,Wähle einen Arbeitsplatz aus,-
LV.MM.PickDistrict,Wählen Sie einen Bezirk aus.,-
LV.MM.ErrNoDistrict,Das ausgewählte Gebäude gehört nicht zu einem Bezirk.,-
LV.MM.SendAll,Hierher senden:,-
LV.MM.SendSick,Alle kontaminierten Biber,-
LV.MM.SendInjured,Alle verletzten Biber,-
LV.MM.SendHomeless,Alle obdachlosen Biber,-
LV.MM.SendUnemployed,Alle arbeitslosen Biber,-
LV.MM.SendStuck,Alle feststeckenden Biber,-
LV.MM.SendAllConfirm,"Sie sind dabei, {0} Biber an {1} zu senden ({2} sind bereits dort). Sind Sie sicher?",-
LV.MM.SendAllNoBeavers,Es gibt keine Biber zu senden.,-
