ID,Text,Comment
LV.MM.AssignHouse,Attribuer un logement,-
LV.MM.AssignWorkplace,Affecter le lieu de travail,-
LV.MM.UnassignHouse,Désassigner le logement,-
LV.MM.UnassignWorkplace,Désaffecter le lieu de travail,-
LV.MM.AssignDistrict,Attribuer un district,-
LV.MM.PickDwelling,Choisissez une maison.,-
LV.MM.PickWorkplace,Choisissez un lieu de travail,-
LV.MM.PickDistrict,Choisissez un district,-
LV.MM.ErrNoDistrict,Le bâtiment sélectionné n'appartient pas à un district.,-
LV.MM.SendAll,Envoyez ici :,-
LV.MM.SendSick,Tous les castors contaminés,-
LV.MM.SendInjured,Tous les castors blessés,-
LV.MM.SendHomeless,Tous les castors sans abri,-
LV.MM.SendUnemployed,Tous les castors sans emploi,-
LV.MM.SendStuck,Tous les castors coincés,-
LV.MM.SendAllConfirm,Vous êtes sur le point d'envoyer {0} castors à {1} ({2} sont déjà là). Êtes-vous sûr ?,-
LV.MM.SendAllNoBeavers,Il n'y a pas de castors à envoyer.,-
