ID,Text,Comment
LV.MM.AssignHouse,Присвоить жилье,-
LV.MM.AssignWorkplace,Назначить рабочее место,-
LV.MM.UnassignHouse,Отменить назначение жилья,-
LV.MM.UnassignWorkplace,Отменить назначение рабочего места,-
LV.MM.AssignDistrict,Назначить район,-
LV.MM.PickDwelling,Выберите дом,-
LV.MM.PickWorkplace,Выберите рабочее место.,-
LV.MM.PickDistrict,Выберите район,-
LV.MM.ErrNoDistrict,Выбранное здание не принадлежит ни одному району.,-
LV.MM.SendAll,Отправьте сюда:,-
LV.MM.SendSick,Все загрязненные бобры,-
LV.MM.SendInjured,Все раненые бобры,-
LV.MM.SendHomeless,Все бездомные бобры,-
LV.MM.SendUnemployed,Все безработные бобры,-
LV.MM.SendStuck,Все застрявшие бобры,-
LV.MM.SendAllConfirm,Вы собираетесь отправить {0} бобров в {1} (уже {2} находятся внутри). Вы уверены?,-
LV.MM.SendAllNoBeavers,Нет бобров для отправки.,-
