ID,Text,Comment
Good.EcologicalPlank.PluralDisplayName,Produce boards from sawdust recovery.,-
Good.Dust.PluralDisplayName,Produce soil,-
Grease.CriticalDescription,Need grease to work.,-
Need.Grease.DeathMessage,Rusted due to lack of grease,-
Building.NaturalOverhang1.Description,A protruding rock platform that can serve as a bridge or a foundation for other buildings.,-
Building.NaturalOverhang12.Description,A protruding rock that can serve as a foundation for other buildings. Prevents water and leaks.,-
Building.NaturalOverhang1x11.DisplayName,Stone Wall 1x1,-
Building.NaturalOverhang2x11.DisplayName,Stone Overhang 2x1,-
Building.NaturalOverhang3x11.DisplayName,Stone Overhang 3x1,-
Building.NaturalOverhang4x11.DisplayName,Stone Overhang 4x1,-
