ID,Text,Comment
Cordial.Building.Forester.Description,Plantio forçado de:,-
Cordial.ForesterUpdate.Fragment.NoUpdateOption,Nenhum,-
Cordial.PlantingOverrideTool.Crop.DisplayName,Ferramenta de Sobrescrição de Plantio de Culturas,-
Cordial.PlantingOverrideTool.Crop.Description,Sobrescrever o plantio de culturas existentes,-
Cordial.PlantingOverrideTool.Tree.DisplayName,Ferramenta de Sobrescrição de Plantio Florestal,-
Cordial.PlantingOverrideTool.Tree.Description,Substituir o plantio de árvores ou arbustos existentes,-
Cordial.PlantingOverrideTool.PlantingOverrideToolPanel.Title,Configuração de Sobrescrição de Plantio,-
Cordial.PlantingOverrideTool.PlantingOverrideToolPanel.Description,Substituir a planta existente por:,-
Cordial.PlantingOverrideTool.PlantingOverrideToolPanel.CuttingAreaRemove,Desabilitar área de corte após o plantio,-
Cordial.PlantBeehiveTool.DisplayName,Substituição da Colmeia,-
Cordial.PlantBeehiveTool.Description,Substitua uma planta por uma colmeia.,-
Cordial.PlantingOverrideTool.FactionLock,Esta ferramenta não está disponível para:,-
Cordial.PlantingOverrideTool.BuildingLock,Este prédio está trancado:,-
Cordial.PlantingOverrideTool.SpecLock,Esta especificação está faltando:,-
